"","Name","City","State","Zip","URL","Latitude","Longitude","ADMrate","Ownership","Citytype","SAT","AvgCost","Major_agriculture","Major_NatureResource","Major_Architecture","Major_CS","Major_Edu","Major_Engineering","Major_Bio","Major_MathStat","Major_Psychology","Major_SocialScience","Major_Business","Major_History"
"5743","Blackstone Valley Vocational Regional School District","Upton","MA","01568","www.valleytech.k12.ma.us","42.16382","-71.616243","NULL",1,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5744","Southern Worcester County Regional Voc School District","Charlton","MA","01507-1331","www.baypath.net","42.133623","-71.957564","NULL",1,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5745","L'esprit Academy","Livonia","MI","48150","www.lespritacademy.com","42.38204","-83.354741","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5746","Marketti Academy of Cosmetology","Waterford","MI","48329","www.marketticosmetology.com/","42.683352","-83.374733","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5747","CenterPoint Massage and Shiatsu Therapy School and Clinic","St Louis Park","MN","55416","centerpointmn.com","44.939769","-93.347429","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5748","Avalon School of Cosmetology","Worthington","MN","56187","avaloncosmetologyschool.com","43.631842","-95.602503","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5749","American Business and Technology University","St Joseph","MO","64506","abtu.edu","39.779095","-94.819797","NULL",3,"13","NULL",NA,"0","0","0","2","0","0","0","0","0","0","2","0"
"5750","City Vision University","Kansas City","MO","64109-1845","www.cityvision.edu","39.070383","-94.571053","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","2","0"
"5751","Transformed Barber and Cosmetology Academy","Kansas City","MO","64110","transformedbca.com/","39.012818","-94.572912","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5752","Bitterroot School of Cosmetology","Hamilton","MT","59840","bitterrootschoolofcosmetology.com","46.273475","-114.159449","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5753","Montana Academy of Salons","Great Falls","MT","59405","montanabeautyschool.com","47.49941","-111.303922","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5754","National Career Institute","East Orange","NJ","07018","nciedu.com","40.76137","-74.222091","NULL",3,"21","NULL",26340,"0","0","0","0","0","0","0","0","0","0","0","0"
"5755","Toni & Guy Hairdressing Academy-Albuquerque","Albuquerque","NM","87110","Abq.toniguy.edu","35.102306","-106.566537","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5756","International Academy of Style","Reno","NV","89502-1559","www.internationalacademyofstyle.com","39.516281","-119.783208","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5757","EDP School","Brooklyn","NY","11235","edpschool.edu/","40.58605","-73.952901","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5758","New York Medical Career Training Center","Flushing","NY","11354","nymedtraining.com/","40.762695","-73.831488","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5759","Institute of Culinary Education","New York","NY","10281","www.ice.edu","40.712449","-74.015637","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5760","The Salon Professional Academy-Tonawanda","Tonawanda","NY","14150","tspabuffalo.com","42.981584","-78.824364","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5761","Onondaga School of Therapeutic Massage-Syracuse","Syracuse","NY","13210","www.ostm.edu","43.0477","-76.140431","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5762","Academy of Cosmetology and Esthetics NYC","Staten Island","NY","10306","www.theacademynyc.com","40.573227","-74.114517","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5763","Finger Lakes School of Massage","Ithaca","NY","14850","www.flsm.com","42.43935","-76.496181","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5764","Four County Career Center","Archbold","OH","43502","fourcounty.net/site.cfm/adult-education","41.452808","-84.303115","NULL",1,"42","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5765","Vanity School of Cosmetology","Sheffield Village","OH","44035","vanity.edu","41.423566","-82.079138","NULL",3,"22","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5766","Summit Salon Academy-Perrysburg","Perrysburg","OH","45551","www.summitsalonacademyperrysburg.edu","41.54424","-83.620281","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5767","Portland Actors Conservatory","Portland","OR","97205","pac.edu","45.521752","-122.687534","0.8684",2,"11","NULL",24350,"0","0","0","0","0","0","0","0","0","0","0","0"
"5768","Somerset County Technology Center","Somerset","PA","15501","www.sctc.net/dnn/","40.00475","-79.029641","NULL",1,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5769","Metro Beauty Academy","Allentown","PA","18106","www.metrobeautyacademy.edu/","40.56865","-75.555591","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5770","Academy for Careers and Technology","Mullins","SC","29574-6009","www.mcact.org","34.186433","-79.340157","NULL",1,"41","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5771","Aiken School of Cosmetology and Barbering","Aiken","SC","29801","www.aikenschoolofcosmetology.com","33.559545","-81.71728","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5772","Love Beauty School Inc","Manchester","TN","37355","www.lovebeautyschool.net","35.488524","-86.093863","NULL",3,"32","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5773","Professional Career Training Institute","Houston","TX","77090","www.pcti.edu/","29.98109","-95.426197","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5774","Houston International College Cardiotech Ultrasound School","Houston","TX","77099","www.cardiotech.org/","29.675203","-95.592909","NULL",3,"11","NULL",32351,"0","0","0","0","0","0","0","0","0","0","0","0"
"5775","DuVall's School of Cosmetology","Bedford","TX","76021","www.duvallschool.com","32.852275","-97.168105","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5776","Advanced Beauty College","Irving","TX","75038","www.advancedbeautycollege.net","32.859493","-96.9927","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5777","Texas Beauty College","Haltom city","TX","76117","texasbeautyinfo.com/","32.826045","-97.265311","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5778","Avenue Five Institute","Austin","TX","78757","www.avenuefive.com","30.369503","-97.728961","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5779","The Salon Professional Academy-Lewisville","Lewisville","TX","75067","www.tspadallas.com","33.005024","-96.964907","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5780","Renaissance Academie","Provo","UT","84604","www.hairschoolonline.com","40.25395","-111.665961","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5781","Bethel College","Hampton","VA","23666","bcva.edu","37.04127","-76.409526","NULL",2,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5782","Institute of Advanced Medical Esthetics","Henrico","VA","23294-4701","www.theinstituteofadvancedmedicalesthetics.com","37.630115","-77.54084","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5783","Gary Manuel Aveda Institute","Seattle","WA","98122","www.gmaveda.com","47.614618","-122.319055","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5784","Northwest School of Wooden Boat Building","Port Hadlock","WA","98339","www.nwswb.edu","48.03413","-122.752588","NULL",2,"41","NULL",28466,"0","0","0","0","0","0","0","0","0","0","0","0"
"5785","Pinchot University","Seattle","WA","98104-2617","www.presidio.edu","47.600511","-122.331256","NULL",2,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5786","The Salon Professional Academy-Onalaska","Onalaska","WI","54650","salonproacademy.com/","43.87382","-91.19732","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5787","Brightwood College-Chula Vista","Chula Vista","CA","91910","www.brightwood.edu","32.629556","-117.087096","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5788","InterCoast Colleges-Roseville","Roseville","CA","92678","www.intercoast.edu","38.723828","-121.292559","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5789","West Coast University-Orange County","Anaheim","CA","92802","westcoastuniversity.edu/","33.81104","-117.911811","0.8824",3,"11","NULL",51203,"0","0","0","0","0","0","0","0","0","0","0","0"
"5790","West Coast University-Ontario","Ontario","CA","91761","westcoastuniversity.edu/","34.066591","-117.590035","0.88",3,"12","NULL",48894,"0","0","0","0","0","0","0","0","0","0","0","0"
"5791","Virginia College-Augusta","Augusta","GA","30909","www.vc.edu/campus/augusta-georgia-college.cfm","33.458125","-82.076244","NULL",3,"12","NULL",22631,"0","0","0","0","0","0","0","0","0","0","0","0"
"5792","Midwest Technical Institute-East Peoria","East Peoria","IL","61611","www.midwesttech.edu","40.642287","-89.543531","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5793","Paul Mitchell the School-Chicago","Chicago","IL","60607","paulmitchell.edu/chicago","41.866213","-87.646644","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5794","Brightwood College-Indianapolis","Indianapolis","IN","46227","www.brightwood.edu","39.702952","-86.150527","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5795","Dorsey Business Schools-Waterford Pontiac","Pontiac","MI","48341","www.dorsey.edu","42.643595","-83.324631","NULL",3,"13","NULL",30913,"0","0","0","0","0","0","0","0","0","0","0","0"
"5796","Miller-Motte College-Fayetteville","Fayetteville","NC","28311","www.miller-motte.edu","35.11096","-78.88167","NULL",3,"12","NULL",27060,"0","0","0","0","0","0","0","0","0","0","0","0"
"5797","European Massage Therapy School-Las Vegas","Las Vegas","NV","89117","www.school-for-massage.com","36.145445","-115.300577","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5798","Harrison College-Grove City","Grove City","OH","43123","harrison.edu","39.882331","-83.045612","1",3,"21","NULL",27419,"0","0","0","0","0","0","0","0","0","0","1","0"
"5799","Miller-Motte Technical College-Columbus","Columbus","GA","31907","www.miller-motte.edu","32.479997","-84.935912","NULL",3,"12","NULL",25460,"0","0","0","0","0","0","0","0","0","0","0","0"
"5800","McCann School of Business & Technology","Carlisle","PA","17013","www.mccann.edu","40.18924","-77.158581","NULL",3,"21","NULL",23627,"0","0","0","0","0","0","0","0","0","0","0","0"
"5801","National University College-Ponce","Ponce","PR","00716","www.nuc.edu","18.039608","-66.548401","0.7278",3,"23","NULL",12866,"0","0","0","0","0","0","0","0","0","0","1","0"
"5802","Fortis College-Grand Prairie","Grand Prairie","TX","75050","www.fortis.edu/","32.760636","-97.005122","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5803","The Art Institute of Virginia Beach","Virginia Beach","VA","23462","www.artinstitutes.edu/virginia-beach/","36.842383","-76.131737","NULL",3,"11","NULL",29373,"0","0","0","1","0","0","0","0","0","0","1","0"
"5804","Bryant & Stratton College-Bayshore","Glendale","WI","53217","www.bryantstratton.edu","43.118941","-87.9154","NULL",3,"21","NULL",21781,"0","0","0","0","0","0","0","0","0","0","1","0"
"5805","Virginia College-Columbia","Columbia","SC","29223","https://www.vc.edu","34.062907","-80.962017","NULL",3,"21","NULL",23423,"0","0","0","0","0","0","0","0","0","0","0","0"
"5806","Fortis College-Indianapolis","Indianapolis","IN","46268","www.fortiscollege.edu","39.9184","-86.223181","NULL",3,"11","NULL",26573,"0","0","0","0","0","0","0","0","0","0","0","0"
"5807","Brightwood College-Arlington","Arlington","TX","76010","www.brightwood.edu","32.70881","-97.060591","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5808","Brightwood College-Charlotte","Charlotte","NC","28212","www.brightwood.edu","35.17702","-80.752731","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5809","Empire Beauty School-E Memphis","Memphis","TN","38117","www.empire.edu","35.115499","-89.90197","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5810","Empire Beauty School-Nashville","Brentwood","TN","37027","www.empire.edu","35.967868","-86.814676","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5811","Empire Beauty School-Jackson","Jackson","TN","38301","www.empire.edu","35.63694","-88.847611","NULL",3,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5812","Empire Beauty School-Springfield","Springfield","PA","19064","www.empire.edu","39.93765","-75.349771","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5813","Empire Beauty School-Paramus","Paramus","NJ","07652","www.empire.edu","40.912644","-74.043699","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5814","Empire Beauty School-Speedway","Speedway","IN","46224","www.empire.edu","39.80055","-86.261512","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5815","Empire Beauty School-Morrow","Morrow","GA","30260","www.empire.edu/","33.564936","-84.32568","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5816","Strayer University-Arkansas","Little Rock","AR","72211","www.strayer.edu/arkansas/little-rock","34.74735","-92.396031","NULL",3,"12","NULL",NA,"0","0","0","2","0","0","0","0","0","2","2","0"
"5817","Strayer University-Georgia","Atlanta","GA","30341","www.strayer.edu/georgia/chamblee","33.874236","-84.275624","NULL",3,"21","NULL",29544,"0","0","0","2","0","0","0","0","0","2","2","0"
"5818","Strayer University-Mississippi","Jackson","MS","39206","www.strayer.edu/mississippi/jackson","32.301002","-90.187874","NULL",3,"12","NULL",29544,"0","0","0","2","0","0","0","0","0","2","2","0"
"5819","Strayer University-South Carolina","Greenville","SC","29607","www.strayer.edu/south-carolina/greenville","34.85654","-82.357811","NULL",3,"13","NULL",29544,"0","0","0","2","0","0","0","0","0","2","2","0"
"5820","Strayer University-Texas","Austin","TX","78759","www.strayer.edu/texas/north-austin","30.371175","-97.73985","NULL",3,"11","NULL",29544,"0","0","0","2","0","0","0","0","0","2","2","0"
"5821","The Art Institute of San Antonio","San Antonio","TX","78230","www.artinstitutes.edu/san-antonio","29.532925","-98.56556","NULL",3,"11","NULL",28225,"0","0","0","1","0","0","0","0","0","0","1","0"
"5822","Empire Beauty School-S Memphis","Memphis","TN","38111","www.empire.edu","35.10972","-89.945739","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5823","Empire Beauty School-Charlotte","Charlotte","NC","28213","www.empire.edu","35.25855","-80.7837","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5824","Empire Beauty School-E Greensboro","Greensboro","NC","27405","www.empire.edu","36.08758","-79.759461","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5825","Empire Beauty School-Winston-Salem","Winston-Salem","NC","27106","www.empire.edu","36.152612","-80.282751","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5826","Empire Beauty School-West Palm","West Palm Beach","FL","33409","www.empire.edu","26.705541","-80.107401","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5827","Empire Beauty School-Pineville","Charlotte","NC","28226","www.empire.edu","35.089864","-80.865367","NULL",3,"21","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5828","Empire Beauty School-N Memphis","Memphis","TN","38128","www.empire.edu","35.214769","-89.91727","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5829","Virginia Tech Carilion School of Medicine","Roanoke","VA","24016-4950","www.vtc.vt.edu","37.257489","-79.942599","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5830","Broadview Entertainment Arts University","Salt Lake City","UT","84115","beau.broadviewuniversity.edu/","40.717369","-111.884491","NULL",3,"21","NULL",24867,"0","0","0","0","0","0","0","0","0","0","0","0"
"5831","Bryant & Stratton College-Hampton","Hampton","VA","23666","www.bryantstratton.edu","37.04386","-76.39268","NULL",3,"12","NULL",22391,"0","0","0","0","0","0","0","0","0","0","1","0"
"5832","Paul Mitchell the School-Phoenix","Phoenix","AZ","85017","paulmitchell.edu/phoenix","33.523667","-112.133047","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5833","All Beauty College","Fort Mohave","AZ","86426","www.allbeautycollege.com","35.021355","-114.600955","NULL",3,"33","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5834","Golden State College of Court Reporting","Pleasanton","CA","94588-3677","goldenstatecourtreporting.com/","37.689998","-121.930179","NULL",2,"13","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5835","Trinity School of Health and Allied Sciences","Torrance","CA","90248","tshas.edu/","33.858764","-118.296542","NULL",3,"11","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
"5836","Paul Mitchell the School-Modesto","Modesto","CA","95350","modesto.paulmitchell.edu/","37.68301","-120.993745","NULL",3,"12","NULL",NA,"0","0","0","0","0","0","0","0","0","0","0","0"
